Date, Time, CO2 saved (lbs), E-Total (kWh), Fac (Hz), Grid Type, h-On (h), h-Total (h), Iac (A), Ipv (A), Mode, Pac (W), Power On, Serial Number, Temperature (degC), Vac (V), Vpv (V), ExlSolIrr (W/m^2), IntSolIrr (W/m^2), SMA-h-On (h), TmpAmb F (°F), TmpMdul F (°F), WindVel m/s (m/s)
29.05.2012, 13:48:52, 5035.917, 2962.299, 60.02, 208V, 1325.526, 1266.17, 24.168, 15.5, Mpp, 5358, 443, 2001931035, 69.8, 221.7, 362, 932, 1001, 2159.019, 87.13, 121.53, 6.8
29.05.2012, 13:48:59, 5035.934, 2962.31, 60.02, 208V, 1325.528, 1266.172, 24.176, 15.539, Mpp, 5357, 443, 2001931035, 69.8, 221.6, 361, 932, 1002, 2159.021, 87.13, 121.63, 8
29.05.2012, 13:49:05, 5035.949, 2962.32, 60.02, 208V, 1325.53, 1266.174, 24.144, 15.694, Mpp, 5352, 443, 2001931035, 69.1, 221.7, 357, 932, 1001, 2159.023, 87.23, 121.63, 6.8
29.05.2012, 13:49:18, 5035.983, 2962.34, 60.03, 208V, 1325.533, 1266.177, 24.074, 15.649, Mpp, 5337, 443, 2001931035, 69.8, 221.7, 357, 932, 1000, 2159.026, 87.43, 121.73, 5.9
29.05.2012, 13:49:27, 5036.002, 2962.351, 60.03, 208V, 1325.536, 1266.18, 24.01, 15.774, Mpp, 5321, 443, 2001931035, 69.8, 221.6, 353, 932, 1000, 2159.026, 87.43, 121.73, 5.9
29.05.2012, 13:49:34, 5036.022, 2962.363, 60.02, 208V, 1325.538, 1266.182, 24.02, 15.608, Mpp, 5323, 443, 2001931035, 69.8, 221.6, 357, 932, 995, 2159.028, 87.53, 121.83, 7.3
29.05.2012, 13:49:34, 5036.022, 2962.363, 60.02, 208V, 1325.538, 1266.182, 24.02, 15.608, Mpp, 5323, 443, 2001931035, 69.8, 221.6, 357, 932, 994, 2159.031, 87.63, 121.93, 1.6
29.05.2012, 13:49:42, 5036.042, 2962.375, 60.02, 208V, 1325.54, 1266.184, 24.062, 15.445, Mpp, 5325, 443, 2001931035, 69.8, 221.3, 361, 932, 996, 2159.034, 87.83, 122.03, 7.1
29.05.2012, 13:49:56, 5036.075, 2962.394, 60.02, 208V, 1325.544, 1266.188, 24.18, 15.663, Mpp, 5356, 443, 2001931035, 69.8, 221.5, 358, 932, 996, 2159.034, 87.83, 122.03, 7.1
29.05.2012, 13:50:00, 5036.088, 2962.4, 60.02, 208V, 1325.545, 1266.189, 24.208, 15.554, Mpp, 5362, 443, 2001931035, 69.8, 221.5, 361, 932, 1001, 2159.037, 88.03, 122.23, 7.1
29.05.2012, 13:50:06, 5036.104, 2962.411, 60.02, 208V, 1325.547, 1266.191, 24.31, 15.619, Mpp, 5384, 443, 2001931035, 69.8, 221.5, 361, 943, 1008, 2159.04, 88.03, 122.43, 6.4
29.05.2012, 13:50:17, 5036.131, 2962.427, 60.01, 208V, 1325.55, 1266.194, 24.4, 15.853, Mpp, 5405, 443, 2001931035, 69.8, 221.5, 357, 943, 1012, 2159.042, 88.23, 122.53, 7.5
29.05.2012, 13:50:17, 5036.131, 2962.427, 60.01, 208V, 1325.55, 1266.194, 24.4, 15.853, Mpp, 5405, 443, 2001931035, 69.8, 221.5, 354, 943, 1012, 2159.042, 88.23, 122.53, 7.5
29.05.2012, 13:50:26, 5036.151, 2962.439, 60.01, 208V, 1325.552, 1266.196, 24.402, 15.984, Mpp, 5405, 443, 2001931035, 69.8, 221.5, 354, n.a
29.05.2012, 13:50:33, 5036.17, 2962.45, 60.01, 208V, 1325.554, 1266.198, 24.346, 15.609, Mpp, 5395, 443, 2001931035, 70.4, 221.6, 362, 943, 1013, 2159.049, 88.23, 122.63, 6.3
29.05.2012, 13:50:33, 5036.17, 2962.45, 60.01, 208V, 1325.554, 1266.198, 24.346, 15.609, Mpp, 5395, 443, 2001931035, 70.4, 221.6, 362, 943, 1014, 2159.05, 88.23, 122.73, 6.5
29.05.2012, 13:50:52, 5036.223, 2962.48, 60.01, 208V, 1325.56, 1266.203, 24.334, 15.814, Mpp, 5392, 443, 2001931035, 70.4, 221.6, 357, 943, 1015, 2159.052, 88.23, 122.93, 7
29.05.2012, 13:51:01, 5036.241, 2962.492, 60.01, 208V, 1325.562, 1266.206, 24.268, 15.601, Mpp, 5378, 443, 2001931035, 69.8, 221.6, 361, 943, 1012, 2159.055, 87.83, 123.13, 5.3
29.05.2012, 13:51:11, 5036.269, 2962.508, 60.01, 208V, 1325.565, 1266.209, 24.254, 15.705, Mpp, 5370, 443, 2001931035, 70.4, 221.4, 358, 943, 1010, 2159.057, 87.73, 123.13, 3.3
29.05.2012, 13:51:17, 5036.284, 2962.517, 60.01, 208V, 1325.566, 1266.21, 24.17, 15.706, Mpp, 5356, 443, 2001931035, 70.4, 221.6, 357, 932, 1009, 2159.059, 87.63, 123.13, 5.6
29.05.2012, 13:51:17, 5036.284, 2962.517, 60.01, 208V, 1325.566, 1266.21, 24.17, 15.706, Mpp, 5356, 443, 2001931035, 70.4, 221.6, 357, 932, 1009, 2159.06, 87.63, 123.23, 6
29.05.2012, 13:51:31, 5036.316, 2962.536, 60.01, 208V, 1325.57, 1266.214, 24.17, 15.686, Mpp, 5349, 443, 2001931035, 70.4, 221.3, 357, 932, 1008, 2159.063, 87.43, 123.23, 4.3
29.05.2012, 13:51:37, 5036.335, 2962.547, 60.01, 208V, 1325.572, 1266.216, 24.122, 15.788, Mpp, 5340, 443, 2001931035, 70.4, 221.4, 354, 932, 1005, 2159.065, 87.43, 123.33, 6.6
29.05.2012, 13:51:49, 5036.364, 2962.564, 60, 208V, 1325.575, 1266.219, 23.988, 15.707, Mpp, 5313, 443, 2001931035, 70.4, 221.5, 354, 932, 1002, 2159.067, 87.53, 123.43, 7.6
29.05.2012, 13:51:57, 5036.384, 2962.576, 60, 208V, 1325.578, 1266.221, 23.902, 15.473, Mpp, 5292, 443, 2001931035, 70.4, 221.4, 358, 932, 1002, 2159.067, 87.53, 123.43, 7.6
29.05.2012, 13:51:57, 5036.384, 2962.576, 60, 208V, 1325.578, 1266.221, 23.902, 15.473, Mpp, 5292, 443, 2001931035, 70.4, 221.4, 358, 921, 995, 2159.071, 87.63, 123.53, 4.5
29.05.2012, 13:52:07, 5036.41, 2962.591, 60, 208V, 1325.58, 1266.224, 23.858, 15.354, Mpp, 5280, 443, 2001931035, 70.4, 221.3, 360, 921, 995, 2159.073, 87.93, 123.63, 10.9
29.05.2012, 13:52:13, 932, 997, 2159.075, 88.03, 123.73, 7.6
29.05.2012, 13:52:24, 5036.449, 2962.614, 59.99, 208V, 1325.585, 1266.229, 23.992, 15.56, Mpp, 5307, 443, 2001931035, 69.8, 221.2, 357, 932, 999, 2159.077, 88.13, 123.63, 7.7
29.05.2012, 13:52:30, 5036.467, 2962.623, 59.99, 208V, 1325.586, 1266.23, 24.018, 15.584, Mpp, 5315, 443, 2001931035, 70.4, 221.3, 357, 932, 1002, 2159.079, 88.13, 123.63, 2.9
29.05.2012, 13:52:36, 5036.484, 2962.634, 59.99, 208V, 1325.588, 1266.232, 24.054, 15.608, Mpp, 5323, 443, 2001931035, 70.4, 221.3, 357, 932, 1004, 2159.081, 88.23, 123.73, 3.3
29.05.2012, 13:52:36, 5036.484, 2962.634, 59.99, 208V, 1325.588, 1266.232, 24.054, 15.608, Mpp, 5323, 443, 2001931035, 70.4, 221.3, 357, 932, 1003, 2159.082, 88.23, 123.73, 3.5
29.05.2012, 13:52:48, 5036.51, 2962.65, 59.98, 208V, 1325.591, 1266.235, 23.976, 15.557, Mpp, 5306, 443, 2001931035, 70.4, 221.3, 357, 932, 1002, 2159.085, 88.43, 123.83, 3.7
29.05.2012, 13:52:57, 5036.535, 2962.665, 59.99, 208V, 1325.594, 1266.238, 23.95, 15.697, Mpp, 5295, 443, 2001931035, 70.4, 221.1, 353, 932, 1000, 2159.086, 88.43, 123.83, 2.1
29.05.2012, 13:53:03, 5036.549, 2962.673, 60, 208V, 1325.596, 1266.24, 23.9, 15.635, Mpp, 5289, 443, 2001931035, 70.4, 221.3, 354, 932, 997, 2159.089, 88.63, 123.83, 4.9
29.05.2012, 13:53:14, 5036.575, 2962.688, 60, 208V, 1325.599, 1266.243, 23.786, 15.465, Mpp, 5261, 443, 2001931035, 69.8, 221.2, 356, 932, 997, 2159.089, 88.63, 123.93, 4.2
29.05.2012, 13:53:14, 921, 993, 2159.092, 88.73, 124.03, 4.3
29.05.2012, 13:53:25, 5036.602, 2962.704, 59.99, 208V, 1325.602, 1266.246, 23.782, 15.606, Mpp, 5265, 443, 2001931035, 69.8, 221.4, 353, 921, 993, 2159.092, 88.73, 124.03, 4.3
29.05.2012, 13:53:25, 5036.602, 2962.704, 59.99, 208V, 1325.602, 1266.246, 23.782, 15.606, Mpp, 5265, 443, 2001931035, 69.8, 221.4, 353, 932, 993, 2159.095, 88.73, 124.13, 4.7
29.05.2012, 13:53:42, 5036.646, 2962.731, 59.99, 208V, 1325.607, 1266.251, 23.72, 15.572, Mpp, 5254, 443, 2001931035, 70.4, 221.5, 353, 921, 989, 2159.099, 88.33, 124.23, 6.4
29.05.2012, 13:53:42, 5036.646, 2962.731, 59.99, 208V, 1325.607, 1266.251, 23.72, 15.572, Mpp, 5254, 443, 2001931035, 70.4, 221.5, 353, 921, 989, 2159.099, 88.33, 124.23, 6.4
29.05.2012, 13:53:49, 5036.665, 2962.741, 59.98, 208V, 1325.609, 1266.253, 23.432, 15.232, Mpp, 5183, 443, 2001931035, 70.4, 221.2, 356, 921, 976, 2159.101, 87.93, 124.33, 2.1
29.05.2012, 13:54:04, 921, 980, 2159.103, 87.93, 124.43, 0.6
29.05.2012, 13:54:11, 5036.717, 2962.772, 59.99, 208V, 1325.615, 1266.259, 23.508, 15.097, Mpp, 5193, 443, 2001931035, 69.8, 220.9, 360, 911, 976, 2159.105, 88.23, 124.63, 1.5
29.05.2012, 13:54:11, 5036.717, 2962.772, 59.99, 208V, 1325.615, 1266.259, 23.508, 15.097, Mpp, 5193, 443, 2001931035, 69.8, 220.9, 360, 921, 980, 2159.108, 88.33, 124.83, 0.7
29.05.2012, 13:54:21, 5036.741, 2962.787, 59.99, 208V, 1325.618, 1266.261, 23.302, 14.981, Mpp, 5154, 443, 2001931035, 69.8, 221.2, 360, 911, 978, 2159.109, 88.43, 125.03, 2.1
29.05.2012, 13:54:27, 5036.756, 2962.795, 59.99, 208V, 1325.619, 1266.263, 23.302, 15.14, Mpp, 5152, 443, 2001931035, 69.8, 221.1, 356, 911, 974, 2159.112, 88.73, 125.43, 1.3
29.05.2012, 13:54:40, 5036.785, 2962.812, 59.99, 208V, 1325.623, 1266.266, 23.326, 15.134, Mpp, 5150, 443, 2001931035, 69.8, 220.8, 356, 911, 976, 2159.114, 88.73, 125.63, 4.9
29.05.2012, 13:54:46, 5036.802, 2962.822, 60, 208V, 1325.625, 1266.268, 23.316, 15.248, Mpp, 5146, 443, 2001931035, 69.8, 220.7, 353, 911, 976, 2159.117, 88.73, 125.93, 4
29.05.2012, 13:54:57, 5036.826, 2962.837, 60, 208V, 1325.627, 1266.271, 23.104, 15.296, Mpp, 5106, 443, 2001931035, 69.8, 221, 349, 911, 976, 2159.117, 88.73, 126.03, 3
29.05.2012, 13:55:05, 5036.848, 2962.849, 60, 208V, 1325.63, 1266.274, 23.142, 15.13, Mpp, 5107, 443, 2001931035, 69.8, 220.7, 353, 900, 971, 2159.119, 88.83, 126.13, 7.8
29.05.2012, 13:55:12, 5036.865, 2962.859, 60, 208V, 1325.632, 1266.276, 23.174, 15.146, Mpp, 5112, 443, 2001931035, 69.8, 220.6, 353, 900, 969, 2159.122, 89.03, 126.33, 5.1
29.05.2012, 13:55:19, 5036.882, 2962.869, 60.01, 208V, 1325.634, 1266.278, 23.064, 15.226, Mpp, 5097, 443, 2001931035, 69.8, 221, 350, 900, 968, 2159.125, 88.83, 126.83, 7.1
29.05.2012, 13:55:27, 5036.901, 2962.879, 60.01, 208V, 1325.636, 1266.28, 23.09, 14.882, Mpp, 5093, 443, 2001931035, 69.8, 220.6, 358, 900, 968, 2159.125, 88.83, 126.83, 7.1
29.05.2012, 13:55:27, 5036.901, 2962.879, 60.01, 208V, 1325.636, 1266.28, 23.09, 14.882, Mpp, 5093, 443, 2001931035, 69.8, 220.6, 358, 900, 966, 2159.128, 88.73, 126.83, 4.3
29.05.2012, 13:55:34, 5036.918, 2962.89, 60.01, 208V, 1325.638, 1266.282, 23.01, 15.07, Mpp, 5087, 443, 2001931035, 69.8, 221.1, 353, 900, 964, 2159.132, 88.43, 126.83, 11.1
29.05.2012, 13:55:49, 5036.954, 2962.912, 60.01, 208V, 1325.642, 1266.286, 23.052, 14.92, Mpp, 5092, 443, 2001931035, 69.8, 220.9, 357, 900, 964, 2159.132, 88.43, 126.83, 11.1
29.05.2012, 13:55:54, 5036.964, 2962.917, 60.01, 208V, 1325.643, 1266.287, 23.052, 14.972, Mpp, 5096, 443, 2001931035, 69.8, 221.1, 356, 900, 968, 2159.136, 88.13, 126.83, 5.9
29.05.2012, 13:55:54, 5036.964, 2962.933, 60.02, 208V, 1325.643, 1266.287, 23.142, 14.924, Mpp, 5107, 443, 2001931035, 69.8, 220.7, 358, 900, 968, 2159.136, 88.13, 126.83, 5.9
29.05.2012, 13:56:05, 5036.991, 2962.933, 60.02, 208V, 1325.646, 1266.29, 23.142, 14.924, Mpp, 5103, 443, 2001931035, 69.8, 220.9, 356, 900, 968, 2159.138, 88.13, 126.63, 4.7
29.05.2012, 13:56:13, 5037.011, 2962.946, 60.02, 208V, 1325.649, 1266.293, 23.104, 14.994, Mpp, 5103, 443, 2001931035, 69.8, 220.9, 356, 900, 970, 2159.142, 88.23, 126.53, 4.1
29.05.2012, 13:56:24, 5037.037, 2962.96, 60.02, 208V, 1325.651, 1266.295, 23.108, 15.13, Mpp, 5107, 443, 2001931035, 69.8, 221, 353, 900, 968, 2159.144, 88.23, 126.63, 4.2
29.05.2012, 13:56:34, 5037.062, 2962.975, 60.02, 208V, 1325.655, 1266.298, 23.144, 14.953, Mpp, 5117, 443, 2001931035, 69.8, 221.1, 358, 900, 967, 2159.144, 88.23, 126.63, 6
29.05.2012, 13:56:43, 5037.083, 2962.987, 60.02, 208V, 1325.657, 1266.301, 23.426, 15.126, Mpp, 5175, 443, 2001931035, 69.8, 220.9, 358, 911, 973, 2159.148, 88.03, 126.73, 5.6
29.05.2012, 13:56:49, 5037.098, 2962.996, 60.02, 208V, 1325.659, 1266.303, 21.864, 13.786, Mpp, 4825, 443, 2001931035, 69.8, 220.7, 366, 911, 973, 2159.148, 88.03, 126.73, 5.6
29.05.2012, 13:56:58, 5037.107, 2963.003, 60.01, 208V, 1325.661, 1266.305, 9.162, 5.735, Mpp, 2002, 443, 2001931035, 67.9, 218.5, 365, 433, 536, 2159.152, 87.83, 126.73, 3.6
29.05.2012, 13:57:05, 466, 504, 2159.154, 87.83, 126.53, 2.3
29.05.2012, 13:57:11, 5037.125, 2963.014, 60.02, 208V, 1325.665, 1266.309, 11.18, 6.816, Mpp, 2435, 443, 2001931035, 66.6, 217.8, 373, 596, 624, 2159.156, 87.93, 126.23, 1.2
29.05.2012, 13:57:18, 5037.136, 2963.019, 60.02, 208V, 1325.667, 1266.311, 11.684, 7.013, Mpp, 2545, 443, 2001931035, 66, 217.8, 379, 498, 608, 2159.158, 88.03, 126.13, 7
29.05.2012, 13:57:23, 5037.139, 2963.022, 60.02, 208V, 1325.668, 1266.312, 7.624, 4.681, Mpp, 1654, 443, 2001931035, 66, 217, 371, 357, 464, 2159.16, 88.03, 125.93, 3.4
29.05.2012, 13:57:30, 206, 264, 2159.162, 88.13, 125.83, 5
29.05.2012, 13:57:36, 260, 311, 2159.164, 88.03, 125.43, 4.1
29.05.2012, 13:57:49, 5037.156, 2963.032, 60.02, 208V, 1325.675, 1266.319, 5.522, 3.356, Mpp, 1193, 443, 2001931035, 62.8, 216.1, 377, 260, 315, 2159.165, 88.03, 125.33, 5.5
29.05.2012, 13:57:49, 206, 256, 2159.167, 88.03, 124.93, 3.3
29.05.2012, 13:57:58, 5037.161, 2963.035, 60.02, 208V, 1325.678, 1266.321, 6.854, 4.138, Mpp, 1481, 443, 2001931035, 62.2, 216.1, 377, 401, 415, 2159.17, 88.03, 124.53, 8.9
29.05.2012, 13:58:09, 5037.185, 2963.047, 60.02, 208V, 1325.681, 1266.325, 23.676, 14.411, Mpp, 5171, 443, 2001931035, 64.7, 218.4, 376, 477, 504, 2159.17, 87.93, 124.43, 6.2
29.05.2012, 13:58:09, 5037.185, 2963.047, 60.02, 208V, 1325.681, 1266.325, 23.676, 14.411, Mpp, 5171, 443, 2001931035, 64.7, 218.4, 376, 943, 1017, 2159.174, 87.63, 123.83, 5.7
29.05.2012, 13:58:09, 5037.185, 2963.069, 60.02, 208V, 1325.681, 1266.325, 22.11, 13.6, Mpp, 4822, 443, 2001931035, 66.6, 218.1, 371, 943, 1017, 2159.175, 87.63, 123.83, 4.2
29.05.2012, 13:58:32, 5037.236, 2963.078, 60.01, 208V, 1325.687, 1266.331, 18.566, 11.475, Mpp, 4034, 443, 2001931035, 66, 217.3, 367, 856, 953, 2159.177, 87.53, 123.73, 5.6
29.05.2012, 13:58:32, 5037.236, 2963.078, 60.01, 208V, 1325.687, 1266.331, 18.566, 11.475, Mpp, 4034, 443, 2001931035, 66, 217.3, 367, 780, 860, 2159.178, 87.63, 123.63, 7.2
29.05.2012, 13:58:40, 5037.26, 2963.091, 60.02, 208V, 1325.69, 1266.333, 24.642, 15.294, Mpp, 5384, 443, 2001931035, 67.2, 218.5, 369, 943, 1010, 2159.181, 88.03, 123.63, 1.7
29.05.2012, 13:58:49, 5037.28, 2963.103, 60.01, 208V, 1325.692, 1266.336, 24.476, 15.358, Mpp, 5350, 443, 2001931035, 67.2, 218.6, 365, 943, 1008, 2159.184, 88.13, 123.73, 0
29.05.2012, 13:58:56, 932, 1004, 2159.187, 88.33, 123.83, 0
29.05.2012, 13:59:07, 5037.328, 2963.131, 60.02, 208V, 1325.697, 1266.341, 24.24, 15.484, Mpp, 5294, 443, 2001931035, 67.9, 218.4, 358, 932, 1002, 2159.188, 88.43, 123.93, 2.4
29.05.2012, 13:59:15, 5037.346, 2963.142, 60.01, 208V, 1325.699, 1266.343, 24.036, 15.423, Mpp, 5245, 443, 2001931035, 67.9, 218.2, 356, 921, 996, 2159.19, 88.53, 124.13, 1.2
29.05.2012, 13:59:15, 5037.346, 2963.142, 60.01, 208V, 1325.699, 1266.343, 24.036, 15.423, Mpp, 5245, 443, 2001931035, 67.9, 218.2, 356, 921, 996, 2159.19, 88.53, 124.13, 1.2
29.05.2012, 13:59:25, 5037.372, 2963.157, 60.01, 208V, 1325.702, 1266.346, 23.91, 15.415, Mpp, 5214, 443, 2001931035, 68.5, 218.1, 354, 911, 986, 2159.194, 88.23, 124.33, 2.1
29.05.2012, 13:59:36, 5037.396, 2963.171, 60.01, 208V, 1325.705, 1266.349, 23.828, 15.238, Mpp, 5197, 443, 2001931035, 68.5, 218.1, 357, 911, 985, 2159.196, 88.13, 124.23, 2.7
29.05.2012, 13:59:42, 5037.413, 2963.18, 60.01, 208V, 1325.706, 1266.35, 23.756, 15.196, Mpp, 5183, 443, 2001931035, 68.5, 218.2, 357, 911, 982, 2159.198, 88.23, 124.23, 0.8
29.05.2012, 13:59:49, 5037.43, 2963.191, 60.01, 208V, 1325.709, 1266.353, 23.67, 15.273, Mpp, 5167, 443, 2001931035, 68.5, 218.3, 354, 911, 980, 2159.2, 88.23, 124.23, 1.1
29.05.2012, 13:59:54, 5037.443, 2963.199, 60.02, 208V, 1325.71, 1266.354, 23.614, 15.228, Mpp, 5152, 443, 2001931035, 68.5, 218.2, 354, 911, 979, 2159.201, 88.23, 124.23, 1.4
29.05.2012, 14:00:00, 5037.457, 2963.207, 60.02, 208V, 1325.712, 1266.356, 23.6, 15.261, Mpp, 5149, 443, 2001931035, 68.5, 218.2, 353, 911, 978, 2159.204, 88.23, 124.23, 7
29.05.2012, 14:00:10, 5037.481, 2963.222, 60.01, 208V, 1325.715, 1266.358, 23.702, 15.087, Mpp, 5146, 443, 2001931035, 68.5, 217.1, 357, 900, 977, 2159.206, 88.03, 124.33, 6.7
29.05.2012, 14:00:16, 5037.498, 2963.23, 60.02, 208V, 1325.716, 1266.36, 23.678, 15.014, Mpp, 5135, 443, 2001931035, 69.1, 216.9, 358, 900, 975, 2159.207, 87.83, 124.43, 3.4
29.05.2012, 14:00:23, 5037.513, 2963.239, 60.02, 208V, 1325.718, 1266.362, 23.62, 15.045, Mpp, 5132, 443, 2001931035, 68.5, 217.3, 357, 900, 973, 2159.21, 87.83, 124.63, 1.3
29.05.2012, 14:00:23, 5037.513, 2963.239, 60.02, 208V, 1325.718, 1266.362, 23.62, 15.045, Mpp, 5132, 443, 2001931035, 68.5, 217.3, 357, n.a
29.05.2012, 14:00:45, 5037.569, 2963.271, 60.02, 208V, 1325.724, 1266.368, 23.724, 14.991, Mpp, 5127, 443, 2001931035, 69.1, 216.1, 358, 900, 972, 2159.215, 87.73, 124.93, 7.2
29.05.2012, 14:00:45, 5037.569, 2963.271, 60.02, 208V, 1325.724, 1266.368, 23.724, 14.991, Mpp, 5131, 443, 2001931035, 69.1, 216.3, 357, 900, 972, 2159.215, 87.73, 124.93, 7.2
29.05.2012, 14:00:54, 5037.588, 2963.284, 60.02, 208V, 1325.727, 1266.371, 23.72, 15.044, Mpp, 5131, 443, 2001931035, 69.1, 216.3, 357, 900, 974, 2159.218, 87.43, 125.13, 8.3
29.05.2012, 14:01:02, 5037.61, 2963.296, 60.02, 208V, 1325.729, 1266.373, 23.838, 15.221, Mpp, 5134, 443, 2001931035, 69.1, 215.4, 353, 900, 975, 2159.221, 87.53, 125.23, 8
29.05.2012, 14:01:14, 5037.637, 2963.313, 60.03, 208V, 1325.732, 1266.376, 23.856, 15.233, Mpp, 5138, 443, 2001931035, 69.1, 215.4, 353, n.a
29.05.2012, 14:01:14, 5037.637, 2963.313, 60.03, 208V, 1325.732, 1266.376, 23.856, 15.233, Mpp, 5149, 443, 2001931035, 69.1, 216.5, 357, 911, 976, 2159.223, 87.33, 125.23, 6.1
29.05.2012, 14:01:29, 5037.673, 2963.334, 60.03, 208V, 1325.736, 1266.38, 23.676, 15.09, Mpp, 5147, 443, 2001931035, 69.8, 217.4, 357, 911, 978, 2159.226, 87.43, 125.33, 5.3
