Date, Time, CO2 saved (lbs), E-Total (kWh), Fac (Hz), Grid Type, h-On (h), h-Total (h), Iac (A), Ipv (A), Mode, Pac (W), Power On, Serial Number, Temperature (degC), Vac (V), Vpv (V), ExlSolIrr (W/m^2), IntSolIrr (W/m^2), SMA-h-On (h), TmpAmb F (°F), TmpMdul F (°F), WindVel m/s (m/s)
29.05.2012, 14:25:20, 5040.551, 2965.027, 60.04, 208V, 1326.134, 1266.778, 22.702, 14.252, Mpp, 4985, 443, 2001931035, 68.5, 219.6, 366, 867, 932, 2159.62, 86.53, 120.03, 8.1
29.05.2012, 14:25:28, 5040.568, 2965.037, 60.04, 208V, 1326.136, 1266.78, 22.724, 14.261, Mpp, 4988, 443, 2001931035, 68.5, 219.5, 366, 867, 934, 2159.624, 86.43, 120.23, 2.6
29.05.2012, 14:25:28, 5040.568, 2965.037, 60.04, 208V, 1326.136, 1266.78, 22.724, 14.261, Mpp, 4988, 443, 2001931035, 68.5, 219.5, 366, 867, 934, 2159.624, 86.43, 120.23, 2.6
29.05.2012, 14:25:35, 5040.583, 2965.047, 60.03, 208V, 1326.138, 1266.782, 22.722, 14.305, Mpp, 4990, 443, 2001931035, 68.5, 219.6, 365, 878, 935, 2159.629, 86.73, 120.43, 12
29.05.2012, 14:25:50, 5040.622, 2965.067, 60.03, 208V, 1326.142, 1266.786, 22.698, 14.282, Mpp, 4982, 443, 2001931035, 68.5, 219.5, 365, 867, 933, 2159.63, 86.63, 120.53, 7.9
29.05.2012, 14:25:57, 5040.638, 2965.077, 60.02, 208V, 1326.144, 1266.788, 22.67, 14.232, Mpp, 4978, 443, 2001931035, 68.5, 219.6, 366, 867, 932, 2159.632, 86.63, 120.83, 5.4
29.05.2012, 14:26:07, 5040.661, 2965.092, 60.03, 208V, 1326.147, 1266.791, 22.644, 14.105, Mpp, 4973, 443, 2001931035, 68.5, 219.6, 369, 867, 932, 2159.635, 86.63, 121.03, 6.7
29.05.2012, 14:26:07, 5040.661, 2965.092, 60.03, 208V, 1326.147, 1266.791, 22.644, 14.105, Mpp, 4973, 443, 2001931035, 68.5, 219.6, 369, 867, 932, 2159.635, 86.63, 121.03, 6.7
29.05.2012, 14:26:23, 5040.697, 2965.113, 60.02, 208V, 1326.151, 1266.795, 22.748, 14.43, Mpp, 4993, 443, 2001931035, 68.5, 219.5, 362, 878, 935, 2159.637, 86.73, 121.13, 3.7
29.05.2012, 14:26:29, 878, 937, 2159.639, 86.73, 121.23, 3.4
29.05.2012, 14:26:29, 5040.711, 2965.121, 60.02, 208V, 1326.153, 1266.797, 22.776, 14.492, Mpp, 5001, 443, 2001931035, 68.5, 219.6, 361, 878, 939, 2159.641, 86.83, 121.43, 6
29.05.2012, 14:26:36, 5040.729, 2965.133, 60.02, 208V, 1326.155, 1266.799, 22.768, 14.378, Mpp, 5002, 443, 2001931035, 68.5, 219.7, 364, 878, 940, 2159.643, 86.83, 121.63, 6.5
29.05.2012, 14:26:45, 5040.751, 2965.144, 60.01, 208V, 1326.158, 1266.801, 22.848, 14.345, Mpp, 5017, 443, 2001931035, 68.5, 219.6, 366, 878, 941, 2159.646, 86.83, 121.83, 8
29.05.2012, 14:26:56, 5040.775, 2965.159, 60, 208V, 1326.161, 1266.805, 22.766, 14.633, Mpp, 4995, 443, 2001931035, 68.5, 219.4, 357, 878, 940, 2159.648, 86.93, 121.93, 3.8
29.05.2012, 14:27:02, 5040.791, 2965.167, 60, 208V, 1326.162, 1266.806, 22.792, 14.343, Mpp, 5003, 443, 2001931035, 68.5, 219.5, 365, 878, 940, 2159.65, 87.03, 122.13, 4.6
29.05.2012, 14:27:08, 5040.806, 2965.177, 59.99, 208V, 1326.164, 1266.808, 22.792, 14.49, Mpp, 5000, 443, 2001931035, 68.5, 219.4, 361, 878, 941, 2159.652, 87.13, 122.23, 5.2
29.05.2012, 14:27:15, 5040.819, 2965.185, 59.99, 208V, 1326.166, 1266.81, 22.81, 14.477, Mpp, 5009, 443, 2001931035, 68.5, 219.6, 362, 878, 940, 2159.654, 87.13, 122.23, 3.6
29.05.2012, 14:27:27, 5040.85, 2965.203, 59.98, 208V, 1326.17, 1266.813, 22.744, 14.624, Mpp, 4992, 443, 2001931035, 68.5, 219.5, 357, 878, 938, 2159.657, 87.13, 122.33, 3.2
29.05.2012, 14:27:27, 5040.85, 2965.203, 59.98, 208V, 1326.17, 1266.813, 22.744, 14.624, Mpp, 4992, 443, 2001931035, 68.5, 219.5, 357, 878, 938, 2159.657, 87.13, 122.33, 3.2
29.05.2012, 14:27:36, 5040.872, 2965.216, 59.98, 208V, 1326.172, 1266.816, 22.772, 14.347, Mpp, 4991, 443, 2001931035, 68.5, 219.2, 364, 878, 936, 2159.66, 87.23, 122.33, 6.1
29.05.2012, 14:27:44, 5040.887, 2965.226, 59.97, 208V, 1326.174, 1266.818, 22.752, 14.61, Mpp, 4987, 443, 2001931035, 68.5, 219.2, 357, 878, 937, 2159.663, 87.33, 122.13, 4
29.05.2012, 14:27:56, 5040.916, 2965.242, 59.97, 208V, 1326.177, 1266.821, 22.686, 14.102, Mpp, 4972, 443, 2001931035, 68.5, 219.2, 369, 878, 936, 2159.665, 87.33, 122.03, 5.3
29.05.2012, 14:28:03, 5040.935, 2965.253, 59.97, 208V, 1326.18, 1266.823, 22.752, 14.297, Mpp, 4987, 443, 2001931035, 68.5, 219.2, 365, 878, 936, 2159.665, 87.33, 122.03, 5.3
29.05.2012, 14:28:10, 5040.952, 2965.263, 59.98, 208V, 1326.181, 1266.825, 22.754, 14.455, Mpp, 4988, 443, 2001931035, 68.5, 219.2, 361, 878, 937, 2159.667, 87.43, 122.03, 5.3
29.05.2012, 14:28:17, 5040.967, 2965.273, 59.97, 208V, 1326.183, 1266.827, 22.73, 14.239, Mpp, 4980, 443, 2001931035, 68.5, 219.1, 366, 878, 937, 2159.669, 87.53, 122.03, 4.3
29.05.2012, 14:28:25, 5040.984, 2965.282, 59.98, 208V, 1326.185, 1266.829, 22.698, 14.36, Mpp, 4969, 443, 2001931035, 68.5, 218.9, 362, 878, 935, 2159.673, 87.53, 122.13, 8.6
29.05.2012, 14:28:25, 5040.984, 2965.282, 59.98, 208V, 1326.185, 1266.829, 22.698, 14.36, Mpp, 4969, 443, 2001931035, 68.5, 218.9, 362, 878, 935, 2159.673, 87.53, 122.13, 8.6
29.05.2012, 14:28:34, 5041.006, 2965.295, 59.98, 208V, 1326.188, 1266.832, 22.73, 14.411, Mpp, 4973, 443, 2001931035, 68.5, 218.8, 361, 878, 934, 2159.677, 87.53, 122.23, 10
29.05.2012, 14:28:46, 5041.034, 2965.311, 59.97, 208V, 1326.191, 1266.835, 22.704, 14.396, Mpp, 4968, 443, 2001931035, 68.5, 218.8, 361, 878, 934, 2159.677, 87.53, 122.23, 10
29.05.2012, 14:28:51, 5041.047, 2965.318, 59.97, 208V, 1326.193, 1266.836, 22.712, 14.369, Mpp, 4972, 443, 2001931035, 68.5, 218.9, 362, 878, 932, 2159.681, 87.43, 122.13, 8
29.05.2012, 14:29:02, 5041.071, 2965.333, 59.98, 208V, 1326.196, 1266.84, 22.686, 14.198, Mpp, 4966, 443, 2001931035, 68.5, 218.9, 366, 878, 932, 2159.683, 87.43, 121.93, 8.9
29.05.2012, 14:29:08, 5041.088, 2965.343, 59.98, 208V, 1326.198, 1266.841, 22.674, 14.184, Mpp, 4961, 443, 2001931035, 68.5, 218.8, 366, 878, 932, 2159.685, 87.43, 121.93, 2.5
29.05.2012, 14:29:14, 5041.102, 2965.35, 59.99, 208V, 1326.199, 1266.843, 22.618, 14.34, Mpp, 4949, 443, 2001931035, 68.5, 218.8, 361, 878, 930, 2159.687, 87.43, 121.93, 6.2
29.05.2012, 14:29:14, 5041.102, 2965.35, 59.99, 208V, 1326.199, 1266.843, 22.618, 14.34, Mpp, 4949, 443, 2001931035, 68.5, 218.8, 361, 878, 930, 2159.687, 87.43, 121.93, 7.5
29.05.2012, 14:29:25, 5041.125, 2965.365, 60, 208V, 1326.202, 1266.846, 22.518, 14.181, Mpp, 4934, 443, 2001931035, 68.5, 219.1, 364, 878, 929, 2159.69, 87.33, 122.03, 9.5
29.05.2012, 14:29:32, 5041.144, 2965.375, 60, 208V, 1326.204, 1266.848, 22.492, 14.434, Mpp, 4928, 443, 2001931035, 68.5, 219.1, 357, 878, 926, 2159.691, 87.03, 122.13, 4.6
29.05.2012, 14:29:40, 5041.159, 2965.386, 60, 208V, 1326.206, 1266.85, 22.434, 14.234, Mpp, 4913, 443, 2001931035, 68.5, 219, 361, 867, 922, 2159.694, 87.03, 122.33, 1.1
29.05.2012, 14:29:53, 5041.19, 2965.403, 60, 208V, 1326.21, 1266.854, 22.226, 14.113, Mpp, 4872, 443, 2001931035, 68.5, 219.2, 361, 867, 922, 2159.694, 87.03, 122.33, 1.1
29.05.2012, 14:29:59, 5041.205, 2965.413, 60, 208V, 1326.212, 1266.856, 21.568, 13.819, Mpp, 4721, 443, 2001931035, 68.5, 218.9, 357, 867, 915, 2159.697, 87.23, 122.43, 6
29.05.2012, 14:30:06, 5041.221, 2965.42, 60.01, 208V, 1326.213, 1266.857, 21.79, 13.912, Mpp, 4765, 443, 2001931035, 68.5, 218.7, 358, 835, 883, 2159.7, 87.23, 122.33, 6.4
29.05.2012, 14:30:13, 5041.236, 2965.431, 60.01, 208V, 1326.216, 1266.86, 21.286, 13.338, Mpp, 4657, 443, 2001931035, 68.5, 218.8, 365, 824, 870, 2159.702, 87.33, 122.33, 5.8
29.05.2012, 14:30:20, 5041.248, 2965.438, 60.01, 208V, 1326.217, 1266.861, 15.354, 9.527, Mpp, 3344, 443, 2001931035, 67.9, 217.8, 366, 748, 797, 2159.704, 87.33, 122.33, 5.7
29.05.2012, 14:30:25, 5041.263, 2965.445, 60.01, 208V, 1326.219, 1266.863, 21.948, 13.908, Mpp, 4802, 443, 2001931035, 67.9, 218.8, 361, n.a
29.05.2012, 14:30:32, 5041.275, 2965.453, 60.01, 208V, 1326.221, 1266.865, 22.076, 14.164, Mpp, 4837, 443, 2001931035, 67.9, 219.1, 357, 791, 903, 2159.706, 87.23, 122.33, 9.9
29.05.2012, 14:30:32, 5041.275, 2965.453, 60.01, 208V, 1326.221, 1266.865, 22.076, 14.164, Mpp, 4837, 443, 2001931035, 67.9, 219.1, 357, n.a
29.05.2012, 14:30:32, 5041.275, 2965.453, 60.01, 208V, 1326.221, 1266.865, 22.076, 14.164, Mpp, 4837, 443, 2001931035, 67.9, 219.1, 357, 856, 909, 2159.711, 87.13, 121.83, 5.5
29.05.2012, 14:30:54, 5041.326, 2965.483, 60.01, 208V, 1326.227, 1266.871, 22.248, 13.925, Mpp, 4872, 443, 2001931035, 68.5, 219, 366, 867, 914, 2159.715, 87.23, 121.63, 7.2
29.05.2012, 14:31:06, 5041.355, 2965.499, 60.01, 208V, 1326.23, 1266.874, 22.294, 14.143, Mpp, 4882, 443, 2001931035, 68.5, 219, 361, 867, 916, 2159.717, 87.13, 121.53, 8.2
29.05.2012, 14:31:06, 5041.355, 2965.499, 60.01, 208V, 1326.23, 1266.874, 22.294, 14.143, Mpp, 4882, 443, 2001931035, 68.5, 219, 361, 867, 916, 2159.717, 87.13, 121.53, 8.2
29.05.2012, 14:31:24, 5041.394, 2965.523, 60.02, 208V, 1326.235, 1266.879, 22.194, 13.916, Mpp, 4856, 443, 2001931035, 68.5, 218.8, 365, 856, 912, 2159.72, 87.13, 121.43, 7.2
29.05.2012, 14:31:30, 5041.408, 2965.531, 60.02, 208V, 1326.237, 1266.881, 22.19, 14.032, Mpp, 4857, 443, 2001931035, 68.5, 218.9, 362, 856, 910, 2159.722, 87.13, 121.33, 6.6
29.05.2012, 14:31:37, 5041.426, 2965.542, 60.02, 208V, 1326.239, 1266.883, 22.18, 13.907, Mpp, 4853, 443, 2001931035, 68.5, 218.8, 365, 856, 910, 2159.726, 87.13, 121.23, 10
29.05.2012, 14:31:44, 5041.44, 2965.55, 60.02, 208V, 1326.241, 1266.885, 22.14, 14.191, Mpp, 4846, 443, 2001931035, 68.5, 218.9, 357, 856, 909, 2159.727, 87.13, 121.23, 6.1
29.05.2012, 14:31:50, 5041.455, 2965.558, 60.02, 208V, 1326.242, 1266.886, 22.184, 13.916, Mpp, 4856, 443, 2001931035, 68.5, 218.9, 365, 856, 910, 2159.729, 87.23, 121.23, 7
29.05.2012, 14:31:56, 5041.467, 2965.567, 60.02, 208V, 1326.244, 1266.888, 22.142, 13.748, Mpp, 4849, 443, 2001931035, 68.5, 219, 369, 856, 911, 2159.731, 87.43, 121.33, 5.1
29.05.2012, 14:32:02, 5041.484, 2965.575, 60.03, 208V, 1326.246, 1266.89, 22.236, 14.099, Mpp, 4867, 443, 2001931035, 68.5, 218.9, 361, 856, 912, 2159.733, 87.63, 121.33, 5.9
29.05.2012, 14:32:09, 5041.501, 2965.584, 60.03, 208V, 1326.248, 1266.891, 22.156, 14.049, Mpp, 4850, 443, 2001931035, 68.5, 218.9, 361, 856, 911, 2159.735, 87.53, 121.43, 4
29.05.2012, 14:32:20, 5041.525, 2965.6, 60.02, 208V, 1326.251, 1266.895, 22.178, 13.882, Mpp, 4857, 443, 2001931035, 68.5, 219, 366, 856, 911, 2159.736, 87.53, 121.43, 6.6
29.05.2012, 14:32:20, 5041.525, 2965.6, 60.02, 208V, 1326.251, 1266.895, 22.178, 13.882, Mpp, 4857, 443, 2001931035, 68.5, 219, 366, 856, 909, 2159.739, 87.53, 121.53, 4.7
29.05.2012, 14:32:30, 5041.547, 2965.614, 60.03, 208V, 1326.254, 1266.898, 22.184, 14.167, Mpp, 4851, 443, 2001931035, 68.5, 218.7, 358, 856, 909, 2159.741, 87.43, 121.33, 3.3
29.05.2012, 14:32:40, 5041.571, 2965.626, 60.03, 208V, 1326.256, 1266.9, 22.182, 14.058, Mpp, 4853, 443, 2001931035, 68.5, 218.8, 361, 856, 910, 2159.743, 87.43, 121.13, 3.8
29.05.2012, 14:32:47, 5041.586, 2965.635, 60.03, 208V, 1326.258, 1266.902, 22.19, 14.058, Mpp, 4853, 443, 2001931035, 68.5, 218.7, 361, 856, 910, 2159.743, 87.43, 121.13, 3.8
29.05.2012, 14:32:47, 5041.586, 2965.635, 60.03, 208V, 1326.258, 1266.902, 22.19, 14.058, Mpp, 4853, 443, 2001931035, 68.5, 218.7, 361, n.a
29.05.2012, 14:32:57, 5041.61, 2965.65, 60.04, 208V, 1326.261, 1266.905, 22.2, 14.026, Mpp, 4855, 443, 2001931035, 68.5, 218.7, 362, 856, 911, 2159.749, 87.73, 121.03, 10.8
29.05.2012, 14:33:06, 5041.629, 2965.661, 60.03, 208V, 1326.263, 1266.907, 22.17, 14.043, Mpp, 4848, 443, 2001931035, 68.5, 218.7, 361, 856, 910, 2159.75, 87.63, 120.93, 8.2
29.05.2012, 14:33:13, 5041.646, 2965.67, 60.03, 208V, 1326.265, 1266.909, 22.138, 13.91, Mpp, 4841, 443, 2001931035, 68.5, 218.7, 364, 856, 909, 2159.753, 87.23, 120.93, 7.7
29.05.2012, 14:33:23, 5041.666, 2965.684, 60.02, 208V, 1326.268, 1266.912, 22.148, 14.029, Mpp, 4843, 443, 2001931035, 68.5, 218.7, 361, 856, 909, 2159.753, 87.23, 120.93, 11.9
29.05.2012, 14:33:29, 5041.683, 2965.693, 60.02, 208V, 1326.27, 1266.914, 22.164, 14.046, Mpp, 4849, 443, 2001931035, 68.5, 218.8, 361, 856, 908, 2159.755, 87.23, 120.93, 8.5
29.05.2012, 14:33:29, 5041.683, 2965.693, 60.02, 208V, 1326.27, 1266.914, 22.164, 14.046, Mpp, 4849, 443, 2001931035, 68.5, 218.8, 361, n.a
29.05.2012, 14:33:37, 5041.698, 2965.703, 60.02, 208V, 1326.272, 1266.916, 22.116, 13.904, Mpp, 4839, 443, 2001931035, 68.5, 218.8, 364, 856, 908, 2159.76, 87.33, 120.73, 9
29.05.2012, 14:33:47, 5041.724, 2965.717, 60.02, 208V, 1326.275, 1266.919, 22.104, 14.014, Mpp, 4838, 443, 2001931035, 68.5, 218.9, 361, 856, 908, 2159.762, 87.43, 120.73, 13.3
29.05.2012, 14:33:54, 5041.737, 2965.725, 60.03, 208V, 1326.277, 1266.921, 22.108, 14.011, Mpp, 4837, 443, 2001931035, 68.5, 218.8, 361, 856, 907, 2159.763, 87.33, 120.73, 9.7
29.05.2012, 14:33:59, 5041.751, 2965.734, 60.03, 208V, 1326.278, 1266.922, 22.114, 13.985, Mpp, 4841, 443, 2001931035, 68.5, 218.9, 362, 856, 908, 2159.766, 86.93, 120.53, 14.5
29.05.2012, 14:34:10, 5041.777, 2965.748, 60.02, 208V, 1326.281, 1266.925, 22.196, 13.922, Mpp, 4858, 443, 2001931035, 68.5, 218.9, 365, 856, 910, 2159.768, 86.73, 120.43, 7.2
29.05.2012, 14:34:17, 5041.794, 2965.758, 60.02, 208V, 1326.283, 1266.927, 22.19, 13.928, Mpp, 4860, 443, 2001931035, 68.5, 219, 365, 856, 911, 2159.77, 86.53, 120.23, 8.1
29.05.2012, 14:34:25, 5041.811, 2965.767, 60.01, 208V, 1326.285, 1266.929, 22.246, 14.061, Mpp, 4867, 443, 2001931035, 68.5, 218.8, 362, 856, 911, 2159.77, 86.53, 120.23, 8.1
29.05.2012, 14:34:25, 5041.811, 2965.767, 60.01, 208V, 1326.285, 1266.929, 22.246, 14.061, Mpp, 4867, 443, 2001931035, 68.5, 218.8, 362, 856, 910, 2159.773, 86.63, 119.93, 11.2
29.05.2012, 14:34:35, 5041.834, 2965.782, 60, 208V, 1326.288, 1266.932, 22.2, 13.925, Mpp, 4859, 443, 2001931035, 68.5, 218.9, 365, 856, 910, 2159.775, 86.73, 119.93, 3.9
29.05.2012, 14:34:42, 5041.85, 2965.79, 60, 208V, 1326.29, 1266.934, 22.214, 13.922, Mpp, 4858, 443, 2001931035, 68.5, 218.7, 365, 856, 911, 2159.777, 86.73, 119.83, 4.9
29.05.2012, 14:34:48, 5041.862, 2965.798, 60, 208V, 1326.292, 1266.936, 22.194, 13.911, Mpp, 4854, 443, 2001931035, 68.5, 218.7, 365, 856, 910, 2159.778, 86.83, 119.83, 15.4
29.05.2012, 14:34:53, 5041.875, 2965.806, 60, 208V, 1326.293, 1266.937, 22.184, 13.91, Mpp, 4854, 443, 2001931035, 68.5, 218.8, 365, 845, 908, 2159.781, 86.93, 119.83, 5.9
29.05.2012, 14:34:53, 5041.875, 2965.806, 60, 208V, 1326.293, 1266.937, 22.184, 13.91, Mpp, 4854, 443, 2001931035, 68.5, 218.8, 365, 845, 908, 2159.781, 86.93, 119.83, 5.9
29.05.2012, 14:35:07, 5041.907, 2965.825, 60, 208V, 1326.297, 1266.941, 22.186, 13.763, Mpp, 4854, 443, 2001931035, 68.5, 218.8, 369, 845, 909, 2159.785, 86.63, 119.53, 8.5
29.05.2012, 14:35:21, 5041.94, 2965.844, 60, 208V, 1326.301, 1266.945, 22.214, 13.928, Mpp, 4860, 443, 2001931035, 68.5, 218.8, 365, 845, 909, 2159.785, 86.63, 119.53, 8.5
29.05.2012, 14:35:25, 5041.952, 2965.85, 60, 208V, 1326.302, 1266.946, 22.184, 14.061, Mpp, 4854, 443, 2001931035, 68.5, 218.8, 361, 845, 908, 2159.789, 86.13, 118.93, 9.9
29.05.2012, 14:35:34, 5041.969, 2965.86, 60, 208V, 1326.305, 1266.948, 22.182, 13.916, Mpp, 4856, 443, 2001931035, 68.5, 218.9, 365, 845, 908, 2159.789, 86.13, 118.93, 9.9
29.05.2012, 14:35:34, 5041.969, 2965.86, 60, 208V, 1326.305, 1266.948, 22.182, 13.916, Mpp, 4856, 443, 2001931035, 68.5, 218.9, 365, 845, 907, 2159.792, 85.93, 118.63, 10.4
29.05.2012, 14:35:34, 5041.969, 2965.86, 60, 208V, 1326.305, 1266.948, 22.182, 13.916, Mpp, 4856, 443, 2001931035, 68.5, 218.9, 365, 845, 908, 2159.796, 85.93, 118.33, 10.3
29.05.2012, 14:35:57, 5042.021, 2965.893, 60, 208V, 1326.311, 1266.955, 22.276, 13.963, Mpp, 4872, 443, 2001931035, 68.5, 218.7, 365, 845, 909, 2159.797, 86.03, 118.23, 14.4
29.05.2012, 14:36:03, 5042.038, 2965.901, 60, 208V, 1326.313, 1266.957, 22.304, 13.986, Mpp, 4880, 443, 2001931035, 68.5, 218.8, 365, 845, 910, 2159.799, 86.03, 118.13, 6.8
29.05.2012, 14:36:09, 5042.052, 2965.909, 60, 208V, 1326.315, 1266.958, 22.286, 13.98, Mpp, 4878, 443, 2001931035, 68.5, 218.9, 365, 845, 910, 2159.799, 86.03, 118.13, 6.8
29.05.2012, 14:36:20, 5042.076, 2965.924, 60, 208V, 1326.318, 1266.961, 22.332, 13.972, Mpp, 4888, 443, 2001931035, 68.5, 218.9, 366, 845, 910, 2159.802, 86.03, 117.83, 12.6
29.05.2012, 14:36:20, 5042.076, 2965.924, 60, 208V, 1326.318, 1266.961, 22.332, 13.972, Mpp, 4888, 443, 2001931035, 68.5, 218.9, 366, 845, 911, 2159.804, 85.83, 117.63, 8.3
29.05.2012, 14:36:28, 5042.093, 2965.935, 60, 208V, 1326.32, 1266.964, 22.3, 13.989, Mpp, 4881, 443, 2001931035, 68.5, 218.9, 365, 845, 911, 2159.807, 86.03, 117.23, 4.5
29.05.2012, 14:36:38, 5042.118, 2965.948, 60, 208V, 1326.323, 1266.966, 22.296, 13.975, Mpp, 4876, 443, 2001931035, 68.5, 218.7, 365, n.a
29.05.2012, 14:36:38, 5042.118, 2965.948, 60, 208V, 1326.323, 1266.966, 22.296, 13.975, Mpp, 4870, 443, 2001931035, 68.5, 218.9, 361, 845, 912, 2159.81, 86.33, 117.13, 11
29.05.2012, 14:36:49, 5042.142, 2965.963, 60, 208V, 1326.326, 1266.97, 22.25, 14.108, Mpp, 4870, 443, 2001931035, 68.5, 218.9, 361, 845, 911, 2159.812, 86.53, 117.03, 4.2
29.05.2012, 14:36:58, 5042.161, 2965.974, 60, 208V, 1326.328, 1266.972, 22.236, 13.937, Mpp, 4863, 443, 2001931035, 68.5, 218.7, 365, 845, 908, 2159.815, 86.73, 117.03, 9.1
29.05.2012, 14:37:09, 5042.186, 2965.989, 60, 208V, 1326.331, 1266.975, 22.17, 13.782, Mpp, 4848, 443, 2001931035, 68.5, 218.7, 368, 845, 907, 2159.817, 86.73, 117.13, 5.2
29.05.2012, 14:37:14, 5042.202, 2965.997, 60, 208V, 1326.333, 1266.976, 22.17, 13.893, Mpp, 4848, 443, 2001931035, 68.5, 218.7, 365, n.a
2012, 05, 29, 17, 03, 30, 2012, 05, 29, 17, 02, 45, 5057.177, 2974.81, 60.01, 208V, 1328.758, 1269.402, 4.664, 3.078, Mpp, 991, 443, 2001931035, 62.8, 212.5, 342, 249, 248, 2162.225, 86.23, 107.83, 4.4
